return_id,order_item_id,fulfilment_type,return_requested_date,return_approval_date,return_status,return_reason,return_sub_reason,return_type,return_result,return_expectation,reverse_logistics_tracking_id,sku,fsn,product_title,quantity,return_completion_type,primary_pv_output,detailed_pv_output,final_condition_of_returned_product,tech_visit_sla,tech_visit_by_date,tech_visit_completion_datetime,tech_visit_completion_breach,return_completion_sla,return_complete_by_date,return_completion_date,return_completion_breach,return_cancellation_date,return_cancellation_reason
RI:10201982996589967521,OI:21979202234294102,Non FBF,,2020-09-30 00:00:00.0,completed,order_cancelled,expensive_now,courier_return,Refund,wait_refund,RTr:FMPC0881706276,SKU:Vaamsi-1442-LT.PIN-M,,Alena Women Embroidered Straight Kurta Pink,1,,,,,,,,,,,15/10/2020,NotBreached,,order_cancelled
RI:12101981402483222216,OI:11964379584492801,FBF,,2020-09-30 00:00:00.0,completed,SMART_PICKUP_CHECK_OVERRIDE,MULTIPLE_RETURN_REASON,customer_return,Refund,refund_expect,RTr:FMPP0545068934,SKU:VARSHA-2656-BLA-XL,,Alena Women Embroidered Straight Kurta Black,1,,,,UNSELLABLE,,,,,,,30/10/2020,NotBreached,,SMART_PICKUP_CHECK_OVERRIDE
RI:10101982958147040054,OI:21966553588204000,Non FBF,,2020-09-30 00:00:00.0,completed,order_cancelled,not_available_at_home,courier_return,Refund,wait_refund,RTr:8650346989,SKU:Banjara-2319-FUS-XL,,Alena Women Printed Flared Kurta Pink,1,,,,,,,,,,,12/10/2020,NotBreached,,order_cancelled
RI:12101982147165464814,OI:11964749382584800,Non FBF,,2020-09-30 00:00:00.0,completed,QUALITY_ISSUES,POOR_FABRIC_QUALITY,customer_return,Refund,wait_refund,RTr:FMPP0541292001,SKU:Rivaah-2399-TEL-S,,Alena Women Self Design  Embroidered Straight Kurta Green,1,,,,,,,,,,,17/10/2020,NotBreached,,QUALITY_ISSUES
RI:10201983406569517602,OI:21981984685127200,Non FBF,,2020-09-30 00:00:00.0,completed,order_cancelled,expensive_now,courier_return,Refund,wait_refund,RTr:13448201496974,SKU:19_Haute Couture-1106-NVY-M,,Alena Women Kurta and Skirt Set,1,,,,,,,,,,,15/10/2020,NotBreached,,order_cancelled
RI:12101983029885388410,OI:11979974085726400,Non FBF,,2020-09-30 00:00:00.0,completed,MISSING_ITEM,INCOMPLETE_PRODUCT_RECEIVED,customer_return,Replace,replace_expect,RTr:FMPC0882575869,SKU:AAKRITI-2662-P.GRE -XL,,Alena Women Embroidered Straight Kurta Light Green,1,,,,,,,,,,,12/10/2020,NotBreached,,MISSING_ITEM
RI:10201983350574777671,OI:11973986148173900,Non FBF,,2020-09-30 00:00:00.0,completed,order_cancelled,delivery_time_long,courier_return,Refund,wait_refund,RTr:FMPC0881736851,SKU:VARSHA-2654-RAM-M,,Alena Women Embroidered Straight Kurta Light Green,1,,,,,,,,,,,21/10/2020,NotBreached,,order_cancelled
RI:12201983319245550621,OI:11973828241388306,Non FBF,,2020-09-30 00:00:00.0,completed,MISSHIPMENT,DIFFERENT_STYLE_RECEIVED,customer_return,Refund,wait_refund,RTr:FMPP0550603887,SKU:AAKRITI-2660-NAY -XL,,Alena Women Embroidered Straight Kurta Green,1,,,,,,,,,,,12/10/2020,NotBreached,,MISSHIPMENT
RI:12201983296553150030,OI:11973022662750900,Non FBF,,2020-09-30 00:00:00.0,completed,SIZE_FIT_ISSUES,SIZE_LARGER,customer_return,Exchange,exchange_expect,RTr:79563879286,SKU:MOKSHA SETS-2465-I.BLU-L,,Alena Women Ethnic Jacket  Kurta and Trouser Set,1,,,,,,,,,,,27/10/2020,NotBreached,,SIZE_FIT_ISSUES
RI:12101982147311352563,OI:21963289889031601,FBF,,2020-09-29 00:00:00.0,completed,MISSHIPMENT,DIFFERENT_PRODUCT_RECEIVED,customer_return,Refund,refund_expect,RTr:FMPP0547227409,SKU:Stripes Mania-2615-BLA-M,,Alena Women Striped Straight Kurta Black,1,,,,UNSELLABLE,,,,,,,01/11/2020,NotBreached,,MISSHIPMENT
